patch_id,path,image_id,x1,y1,x2,y2,label,coverage,track_ratio
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0055,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0055.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,480,320,544,384,Low,1.0,0.973388671875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0056,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0056.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,512,320,576,384,Low,0.75,0.964599609375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0057,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0057.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,608,320,672,384,High,0.56689453125,0.997314453125
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0058,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0058.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,640,320,704,384,High,0.84375,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0059,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0059.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,672,320,736,384,High,0.67236328125,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0060,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0060.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,704,320,768,384,Medium,0.578125,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0061,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0061.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,736,320,800,384,Medium,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0062,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0062.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,768,320,832,384,Medium,1.0,0.955810546875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0063,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0063.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,800,320,864,384,Medium,1.0,0.9013671875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0064,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0064.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,832,320,896,384,Medium,1.0,0.918701171875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0065,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0065.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,864,320,928,384,Medium,1.0,0.97265625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0066,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0066.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,896,320,960,384,Medium,1.0,0.99951171875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0067,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0067.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,928,320,992,384,Medium,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0068,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0068.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,960,320,1024,384,Medium,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0069,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0069.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,992,320,1056,384,Medium,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0070,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0070.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,224,352,288,416,Low,1.0,0.756591796875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0071,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0071.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,256,352,320,416,Low,1.0,0.91943359375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0072,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0072.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,288,352,352,416,Low,1.0,0.99658203125
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0073,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0073.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,320,352,384,416,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0074,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0074.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,352,352,416,416,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0075,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0075.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,384,352,448,416,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0076,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0076.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,416,352,480,416,Low,1.0,0.99951171875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0077,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0077.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,448,352,512,416,Low,1.0,0.987060546875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0078,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0078.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,480,352,544,416,Low,1.0,0.939697265625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0079,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0079.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,512,352,576,416,Low,0.75,0.885986328125
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0080,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0080.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,736,352,800,416,Medium,0.609375,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0081,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0081.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,768,352,832,416,Medium,0.609375,0.955810546875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0082,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0082.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,800,352,864,416,Medium,0.609375,0.90087890625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0083,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0083.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,832,352,896,416,Medium,0.609375,0.888427734375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0084,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0084.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,864,352,928,416,Medium,0.609375,0.8818359375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0085,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0085.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,896,352,960,416,Medium,0.609375,0.874755859375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0086,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0086.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,928,352,992,416,Medium,0.609375,0.86865234375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0087,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0087.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,960,352,1024,416,Medium,0.609375,0.862060546875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0088,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0088.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,992,352,1056,416,Medium,0.609375,0.86181640625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0089,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0089.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,160,384,224,448,Low,1.0,0.86181640625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0090,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0090.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,192,384,256,448,Low,1.0,0.97607421875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0091,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0091.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,224,384,288,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0092,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0092.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,256,384,320,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0093,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0093.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,288,384,352,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0094,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0094.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,320,384,384,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0095,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0095.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,352,384,416,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0096,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0096.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,384,384,448,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0097,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0097.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,416,384,480,448,Low,1.0,0.993896484375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0098,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0098.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,448,384,512,448,Low,1.0,0.989013671875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0099,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0099.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,480,384,544,448,Low,1.0,0.93603515625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0100,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0100.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,512,384,576,448,Low,0.75,0.85498046875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0101,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0101.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,64,416,128,480,Low,0.515625,0.802978515625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0102,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0102.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,96,416,160,480,Low,1.0,0.9482421875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0103,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0103.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,128,416,192,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0104,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0104.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,160,416,224,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0105,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0105.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,192,416,256,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0106,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0106.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,224,416,288,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0107,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0107.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,256,416,320,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0108,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0108.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,288,416,352,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0109,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0109.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,320,416,384,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0110,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0110.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,352,416,416,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0111,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0111.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,384,416,448,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0112,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0112.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,416,416,480,480,Low,1.0,0.97412109375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0113,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0113.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,448,416,512,480,Low,1.0,0.95849609375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0114,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0114.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,480,416,544,480,Low,1.0,0.92431640625
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0115,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0115.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,512,416,576,480,Low,0.75,0.87939453125
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0116,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0116.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,64,448,128,512,Low,0.515625,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0117,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0117.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,96,448,160,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0118,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0118.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,128,448,192,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0119,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0119.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,160,448,224,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0120,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0120.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,192,448,256,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0121,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0121.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,224,448,288,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0122,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0122.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,256,448,320,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0123,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0123.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,288,448,352,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0124,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0124.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,320,448,384,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0125,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0125.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,352,448,416,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0126,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0126.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,384,448,448,512,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0127,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0127.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,416,448,480,512,Low,1.0,0.979736328125
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0128,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0128.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,448,448,512,512,Low,1.0,0.96435546875
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0129,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0129.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,480,448,544,512,Low,1.0,0.95458984375
WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0130,data/patches/images/WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented_patch_0130.jpg,WhatsApp Image 2025-11-15 at 22.31.02_84a17888_color_segmented,512,448,576,512,Low,0.75,0.94580078125
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0000,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0000.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,768,384,832,448,Low,0.4306640625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0001,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0001.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,800,384,864,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0002,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0002.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,832,384,896,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0003,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0003.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,864,384,928,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0004,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0004.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,896,384,960,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0005,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0005.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,928,384,992,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0006,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0006.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,960,384,1024,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0007,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0007.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,992,384,1056,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0008,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0008.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1024,384,1088,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0009,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0009.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1056,384,1120,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0010,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0010.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1088,384,1152,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0011,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0011.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1120,384,1184,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0012,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0012.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1152,384,1216,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0013,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0013.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1184,384,1248,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0014,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0014.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,1216,384,1280,448,Low,0.765625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0015,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0015.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,768,416,832,480,Low,0.5625,1.0
WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0016,data/patches/images/WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented_patch_0016.jpg,WhatsApp Image 2025-11-15 at 23.14.45_04f325ad_color_segmented,800,416,864,480,Low,1.0,1.0
